Unit Type,Sub Unit,RS,Name,Model,SZ,MV,Arm,Thr,Str,S,M,L,E,OV,Point,Abilites
BattleMech,BattleMech,RS3050U-I,Katana (Crockett),CRK-5003-CJ,4,3/5j,7,0,7,3,3,2,0,0,18,"SRM 2/2/0,FLK1/1/1,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Katana (Crockett),CRK-5003-CM,4,3j,7,0,7,3,3,1,0,1,16,"FLK1/1/1,TAG,C3M,MHQ5,SRCH,SOA,SEAL,ES"
Combat Vehicle,VTOL,RS3058Uu,Kestrel VTOL,(MedEvac),1,12v,1,0,2,0,0,0,0,0,1,"ENE,IT5,SRCH,EE,ATMO"
Combat Vehicle,VTOL,RS3058Uu,Kestrel VTOL,(ML),1,12v,1,0,2,1,1,0,0,0,3,"ENE,SRCH,EE,ATMO,CT0.5"
Combat Vehicle,VTOL,RS3058Uu,Kestrel VTOL,(SL),1,12v,1,0,2,1,0,0,0,0,2,"ENE,IT1,SRCH,EE,ATMO"
Combat Vehicle,VTOL,RS3058Uu,Kestrel VTOL,(SRM),1,12v,1,0,2,1,1,0,0,0,2,"IT3,SRCH,EE,ATMO"
Combat Vehicle,VTOL,RS3058Uu,Kestrel VTOL,(Standard),1,12v,1,0,2,1,0,0,0,0,2,"IT3,SRCH,EE,ATMO"
BattleMech,BattleMech,RS3050U-C,King Crab,KGC-000,4,3,10,0,8,1,1,1,0,2,19,"AC2/2/0,IF1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,King Crab,KGC-0000,4,3,9,0,8,1,1,1,0,2,18,"AC2/2/0,IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,King Crab,KGC-000b,4,3,10,0,8,2,2,2,0,0,20,"AC4/4/0,IF1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,King Crab,KGC-001,4,3,10,0,4,4,4,3,0,2,22,"IF1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,King Crab,KGC-005,4,3,10,0,8,5,5,1,0,0,23,"FLK2/2/0,CASE,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,King Crab,KGC-007,4,3,10,0,8,5,5,1,0,3,25,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,King Crab,KGC-008,4,3/5j,10,0,4,2,3,2,0,2,24,"CASE,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039/RS3050U-C,King Crab,KGC-010,4,3,10,0,8,2,3,3,0,2,22,"SRM 1/1/0,FLK1/1/1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Kingfisher,A,4,4,9,0,7,5,5,3,0,0,23,"FLK1/1/1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Kingfisher,B,4,4,9,0,7,5,5,1,0,2,25,"CASE,OMNI,AMS,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Kingfisher,C,4,4,9,0,7,6,6,3,0,0,26,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Kingfisher,D,4,4,9,0,7,4,4,4,0,1,24,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Kingfisher,E,4,4,9,0,7,8,7,3,0,0,24,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Kingfisher,F,4,4,9,0,7,6,5,3,0,0,26,"FLK2/2/2,CASE,ECM,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Kingfisher,H,4,4,9,0,7,7,7,0,0,0,25,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Kingfisher,Prime,4,4,9,0,7,6,6,3,0,1,24,"IF1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Kingfisher,X,4,4,9,0,7,6,6,2,0,2,28,"IF1,CASE,ECM,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Kintaro,KTO-18,2,5,6,0,5,1,1,1,0,2,12,"SRM 1/1/0,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Kintaro,KTO-19,2,5,6,0,5,1,1,1,0,2,12,"SRM 1/1/0,SNARC,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Kintaro,KTO-19b,2,5,6,0,3,2,2,1,0,0,13,"SRM 2/2/0,IF1,CASE,SNARC,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Kintaro,KTO-20,2,5,6,0,5,2,2,1,0,1,14,"SRM 2/2/0,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Kintaro,KTO-21,2,5,6,0,5,1,1,0,0,0,13,"SRM 2/2/0,CASE,C3I,MHQ2,INARC1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Kintaro,KTO-C,2,5,6,0,5,2,2,1,0,0,13,"SRM 2/2/0,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Kintaro,KTO-K,2,5j,6,0,5,4,4,0,0,0,16,"CASE,C3S,MHQ1,SRCH,SOA,SEAL,ES"
Aerospace,OmniFighter,RS3055Uu,Kirghiz,A,4,5a,9,1,5,6,6,6,1,2,34,"VSTOL,SPC,BOMB4,PNT1"
Aerospace,OmniFighter,RS3055Uu,Kirghiz,B,4,5a,9,1,5,8,8,8,0,3,39,"VSTOL,SPC,BOMB4,PNT1"
Aerospace,OmniFighter,RS3055Uu,Kirghiz,C,4,5a,9,1,5,6,6,4,0,2,32,"CT10,VSTOL,SPC,BOMB4,PNT1"
Aerospace,OmniFighter,RS3055Uu,Kirghiz,D,4,5a,9,1,5,13,10,5,5,2,36,"VSTOL,SPC,BOMB4,PNT1"
Aerospace,OmniFighter,RS3055Uu,Kirghiz,Prime,4,5a,9,1,5,6,6,6,2,0,30,"VSTOL,SPC,BOMB4,FLK1/1/1,PNT1"
IndustrialMech,IndustrialMech,RS3075u,Kiso ConstructionMech,K-3N-KR4,4,2,8,0,8,0,0,0,0,0,10,"ENE,MEL,MHQ1,ENG,SRCH"
IndustrialMech,IndustrialMech,RS3075u,Kiso ConstructionMech,K-3N-KR5,4,2,8,0,8,0,0,0,0,0,10,"ENE,MEL,MHQ1,ENG,SAW,SRCH"
Infantry,Battle Armor,RS 3075,Kobold,,1,3j,1,,2,1,0,0,0,0,2,"STL,MEC,CAR6,AM,LECM"
Infantry,Battle Armor,RS 3075,Kobold,,1,3j,1,,2,2,0,0,0,0,3,"STL,MEC,CAR6,AM,LECM"
Infantry,Battle Armor,RS 3075,Kobold,(Comstar-Flamer),1,3j,1,,2,1,0,0,0,0,2,"STL,MEC,CAR6,AM,LECM"
Infantry,Battle Armor,RS 3075,Kobold,(Comstar-Flamer),1,3j,1,,2,2,0,0,0,0,3,"STL,MEC,CAR6,AM,LECM"
Infantry,Battle Armor,RS 3075,Kobold,(Comstar-TAG),1,3j,1,,2,1,0,0,0,0,2,"STL,MEC,CAR6,AM,LECM,LTAG"
Infantry,Battle Armor,RS 3075,Kobold,(Comstar-TAG),1,3j,1,,2,2,0,0,0,0,3,"STL,MEC,CAR6,AM,LECM,LTAG"
Infantry,Battle Armor,RS 3075,Kobold,(FRR-Flamer),1,3j,1,,2,1,0,0,0,0,1,"STL,MEC,CAR4,AM,LECM"
Infantry,Battle Armor,RS 3075,Kobold,(FRR-Flamer),1,3j,1,,2,2,0,0,0,0,2,"STL,MEC,CAR4,AM,LECM"
Infantry,Battle Armor,RS 3075,Kobold,(FRR-TAG),1,3j,1,,2,1,0,0,0,0,1,"STL,MEC,CAR4,AM,LECM,LTAG"
Infantry,Battle Armor,RS 3075,Kobold,(FRR-TAG),1,3j,1,,2,2,0,0,0,0,2,"STL,MEC,CAR4,AM,LECM,LTAG"
Infantry,Battle Armor,RS 3075,Kobold,(GB-Flamer),1,3j,1,,2,1,0,0,0,0,2,"STL,MEC,CAR5,AM,LECM"
Infantry,Battle Armor,RS 3075,Kobold,(GB-Flamer),1,3j,1,,2,2,0,0,0,0,3,"STL,MEC,CAR5,AM,LECM"
Infantry,Battle Armor,RS 3075,Kobold,(GB-TAG),1,3j,1,,2,1,0,0,0,0,1,"STL,MEC,CAR5,AM,LECM,LTAG"
Infantry,Battle Armor,RS 3075,Kobold,(GB-TAG),1,3j,1,,2,2,0,0,0,0,2,"STL,MEC,CAR5,AM,LECM,LTAG"
Infantry,Battle Armor,RS 3075,Kobold,FRR,1,3j,1,,2,1,0,0,0,0,1,"STL,MEC,CAR4,AM,LECM"
Infantry,Battle Armor,RS 3075,Kobold,FRR,1,3j,1,,2,2,0,0,0,0,2,"STL,MEC,CAR4,AM,LECM"
Infantry,Battle Armor,RS 3075,Kobold,GB,1,3j,1,,2,1,0,0,0,0,2,"STL,MEC,CAR5,AM,LECM"
Infantry,Battle Armor,RS 3075,Kobold,GB,1,3j,1,,2,2,0,0,0,0,3,"STL,MEC,CAR5,AM,LECM"
BattleMech,BattleMech,RS3058Uu,Kodiak,2,4,4j,9,0,5,6,6,1,0,2,29,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Kodiak,3,4,4,9,0,5,6,6,0,0,0,26,"FLK2/2/0,CASE,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Kodiak,4,4,4,9,0,5,8,8,4,0,0,27,"FLK1/1/0,IF3,CASE,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Kodiak,5,4,4,9,0,5,7,7,3,0,3,31,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Kodiak,(Standard),4,4,9,0,5,7,7,1,0,4,29,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Komodo,KIM-2,2,5j,4,0,2,5,5,0,0,0,15,"ECM,TAG,AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Komodo,KIM-2A,2,5j,4,0,2,4,4,1,0,0,14,"ECM,TAG,AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Komodo,KIM-2C,2,5j,4,0,2,5,5,0,0,0,15,"ECM,C3S,MHQ1,AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Komodo,KIM-3C,2,5j,4,0,2,4,4,0,0,0,14,"ECM,TAG,C3M,MHQ6,AMS,SRCH,SOA,SEAL,ES"
Combat Vehicle,Tracked,RS3075u,Korvin Tank,KRV-2,2,5t,2,0,3,1,0,0,0,0,6,"TUR(2/2/0),SRCH"
Combat Vehicle,Tracked,RS3075u,Korvin Tank,KRV-3,2,5t,4,0,3,2,0,0,0,0,8,"TUR(2/2/1,IF1),SRCH"
Combat Vehicle,Submarine,HTPGaltor,Koryu Submarine,(Military),1,9s,1,,2,0,0,0,,,--,"ENE,BAR,SRCH,SEAL,EE"
BattleMech,BattleMech,RS3075u,Koschei,KSC-3I,3,5,6,0,5,1,1,0,0,0,13,"AC1/1/0,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Koschei,KSC-3L,3,5,6,0,5,2,2,1,0,1,14,"IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Koschei,KSC-4I,3,5,7,0,5,3,3,1,0,0,15,"FLK1/1/1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Koschei,KSC-4L,3,5,7,0,5,3,3,2,0,0,15,"IF1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Koschei,KSC-5I,3,5j,7,0,3,3,3,2,0,1,19,"ENE,ECM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Koschei,KSC-5MC,3,5,7,0,3,5,4,1,0,1,17,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Koschei,KSC-5X,3,5j,7,0,3,3,3,0,0,0,16,"ENE,ECM,MEL,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Koshi (Mist Lynx),A,1,7/4j,2,0,1,1,0,0,0,0,6,"CASE,PRB,RCN,OMNI,TAG,AMS,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Koshi (Mist Lynx),B,1,7/4j,2,0,1,2,2,0,0,0,12,"SRM 2/2/0,CASE,PRB,RCN,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Koshi (Mist Lynx),C,1,7/4j,2,0,1,2,2,1,0,0,13,"CASE,ECM,PRB,RCN,OMNI,AMS,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Koshi (Mist Lynx),D,1,7/4j,2,0,1,2,2,1,0,0,8,"CASE,PRB,RCN,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Koshi (Mist Lynx),E,1,7/4j,2,0,1,4,3,1,0,0,10,"CASE,PRB,RCN,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Koshi (Mist Lynx),F,1,7/4j,2,0,1,4,2,0,0,2,12,"ENE,ECM,PRB,RCN,OMNI,LTAG,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Koshi (Mist Lynx),G,1,7/4j,2,0,1,4,2,0,0,0,8,"CASE,PRB,RCN,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Koshi (Mist Lynx),H,1,7/4j,2,0,1,4,3,0,0,0,10,"CASE,PRB,RCN,OMNI,AMS,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Koshi (Mist Lynx),P,1,7/4j,2,0,1,3,1,1,0,0,11,"ENE,PRB,RCN,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Koshi (Mist Lynx),Prime,1,7/4j,2,0,1,2,2,1,0,0,9,"IF1,CASE,PRB,RCN,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Koto,KTO-2A,1,8,3,0,1,2,2,0,0,1,10,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Koto,KTO-3A,1,8,3,0,1,3,2,0,0,0,8,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Koto,KTO-4A,1,8,3,0,1,2,2,1,0,1,11,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Koto,KT-P2,1,8,3,0,1,2,1,0,0,0,6,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Kraken (Bane),2,4,3,10,0,5,7,6,6,0,0,25,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Kraken (Bane),3,4,3,10,0,5,1,1,0,0,0,29,"LRM 7/7/7,IF7,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Kraken (Bane),4,4,3,10,0,5,7,6,2,0,3,27,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Kraken (Bane),(Standard),4,3,10,0,5,3,3,3,0,0,20,"CASE,SRCH,SOA,SEAL,ES"
Combat Vehicle,Wheeled,RS3060u,Ku Wheeled Assault Tank,"(IFV) "Turhan II"",2,7w,4,0,3,1,1,0,0,0,10,"TUR(2/2/0),CASE,ECM,IT10,SRCH"
Combat Vehicle,Wheeled,RS3060u,Ku Wheeled Assault Tank,(Standard),2,4w,4,0,3,1,1,0,0,0,11,"TUR(3/3/3),CASE,SRCH"
BattleMech,BattleMech,RS3075u,Kyudo,KY2-D-01,2,4,3,0,4,2,2,1,0,0,--,"IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Kyudo,KY2-D-02,2,5,5,0,4,2,3,3,0,0,--,"IF2,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Kyudo,KY2-D-03,2,5,5,0,4,4,3,2,0,0,--,"IF1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Lancelot,LNC25-01,3,6,5,0,3,3,3,1,0,1,14,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Lancelot,LNC25-01X,3,4j,5,0,5,2,2,2,0,2,17,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Lancelot,LNC25-02,3,4,5,0,5,3,3,1,0,1,12,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Lancelot,LNC25-03,3,5,7,0,3,2,2,1,0,0,14,"AC1/1/1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Lancelot,LNC25-04,3,6,6,0,3,2,2,2,0,1,16,"ENE,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Lancelot,LNC25-05,3,6,5,0,3,3,3,1,0,0,14,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Lancelot,LNC25-06,3,6,6,0,3,2,3,3,0,0,17,"ENE,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,,Lancelot,LNC25-07,3,6,5,0,3,3,3,1,0,1,14,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Lancelot,LNC25-08,3,6,4,0,3,2,2,2,0,0,11,"FLK1/1/1,C3I,MHQ2,SRCH,SOA,SEAL,ES"
Aerospace,Aerospace Fighter,,Lancer,LX-2,2,7a,5,1,4,3,3,1,0,0,10,"VSTOL,SPC,BOMB3"
Aerospace,Aerospace Fighter,,Lancer,LX-2A,2,7a,5,1,4,3,3,1,0,0,11,"VSTOL,SPC,BOMB3"
BattleMech,BattleMech,,Lao Hu,LHU-2B,3,5,7,0,3,3,3,2,0,0,18,"FLK1/1/0,IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,,Lao Hu,LHU-3B,3,5,7,0,3,2,3,3,0,0,15,"FLK1/1/1,IF1,TAG,C3M,MHQ5,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,,Lao Hu,LHU-3C,3,5,7,0,3,3,4,4,0,0,19,"IF1,SRCH,SOA,SEAL,ES"
Combat Vehicle,Tracked,RS3039,Laser Carrier,(Standard),3,3t,2,0,3,3,2,0,0,0,--,"ENE,SRCH,EE"
BattleMech,BattleMech,,Legacy,LGC-01,4,3j,8,0,6,4,4,2,0,2,20,"CASE,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,,Legacy,LGC-02,4,3j,8,0,6,3,3,0,0,1,20,"LRM 1/2/2,IF2,CASE,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,Battlecorps,Legacy,LGC-03,4,4/2j,8,0,4,3,4,2,0,2,21,"CASE,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Legionnaire,LGN-1X,2,7,5,0,2,2,2,1,0,0,13,"PRB,RCN,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Legionnaire,LGN-2D,2,7,5,0,2,3,3,0,0,0,14,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Legionnaire,LGN-2XA,2,7,5,0,2,0,0,0,0,0,12,"ARTAIS1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Legionnaire,LGN-2XU,2,7,4,0,2,2,2,2,0,0,11,"SRCH,SOA,SEAL,ES"
Combat Vehicle,Wheeled,RS3060u,Light SRM Carrier,(Standard),2,4w,2,0,2,0,0,0,0,0,6,"TUR(SRM3/3/0),SRCH,EE"
Aerospace,Conventional Fighter,RS3039,Light Strike Fighter,Andurien,1,7a,0,0,4,1,1,0,0,0,2,"ATMO,VSTOL,BOMB2,PNT1"
Aerospace,Conventional Fighter,RS3039,Light Strike Fighter,Angel,1,10a,0,0,5,1,1,0,0,0,1,"ATMO,VSTOL,BOMB2"
Aerospace,Conventional Fighter,RS3039,Light Strike Fighter,Comet,1,10a,0,0,5,1,1,0,0,0,1,"ATMO,VSTOL,BOMB2"
Aerospace,Conventional Fighter,,Light Strike Fighter,Owl,1,10a,0,0,5,1,1,0,0,0,--,"ATMO,VSTOL,BOMB2"
Aerospace,Conventional Fighter,RS3039,Light Strike Fighter,Owl II,1,10a,0,0,5,2,1,0,0,0,2,"ATMO,VSTOL,BOMB2,PNT1"
Aerospace,Conventional Fighter,RS3039,Light Strike Fighter,Owl III,1,10a,0,0,5,1,1,0,0,0,3,"ATMO,VSTOL,BOMB2"
Aerospace,Conventional Fighter,RS3039,Light Strike Fighter,"Suzume ("Sparrow")",1,7a,0,0,4,1,1,1,0,0,1,"ATMO,VSTOL,BOMB2"
Combat Vehicle,Wheeled,RS3060u,Light Thunderbolt Carrier,(Standard),2,5w,2,0,2,0,0,0,0,0,7,"TUR(2/2/2,IF2),SRCH"
Aerospace,Aerospace Fighter,,Lightning,LTN-G15,2,6a,6,1,3,4,4,0,0,0,--,"VSTOL,SPC,BOMB3"
Combat Vehicle,Hover,RS3050U-C,Lightning Attack Hovercraft,(ERML),1,11h,2,0,2,2,2,0,0,0,10,SRCH
Combat Vehicle,Hover,RS3050U-C,Lightning Attack Hovercraft,(ERSL),1,11h,2,0,2,2,2,0,0,0,9,SRCH
Combat Vehicle,Hover,RS3050U-C,Lightning Attack Hovercraft,(RL),1,11h,2,0,2,1,1,0,0,0,7,"AMS,SRCH"
Combat Vehicle,Hover,RS3075u,Lightning Attack Hovercraft,(Royal),1,11h,2,0,2,3,3,0,0,0,6,"TAG,SRCH"
Combat Vehicle,Hover,RS3050U-C,Lightning Attack Hovercraft,(Standard),1,11h,2,0,2,2,2,0,0,0,5,"ENE,SRCH"
BattleMech,BattleMech,,Lightray,LGH-4W,2,7,6,0,3,3,3,0,0,0,15,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,,Lightray,LGH-4Y,2,7,6,0,3,3,3,0,0,0,14,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,,Lightray,LGH-5W,2,7,6,0,3,3,3,1,0,0,17,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,SBW&B,Lightray,LGH-6W,2,7,6,0,3,2,2,1,0,1,16,"ENE,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3055Uu,Linebacker,A,3,6,6,0,4,4,4,3,0,1,23,"IF1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3055Uu,Linebacker,B,3,6,6,0,4,4,5,2,0,0,20,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3055Uu,Linebacker,C,3,6,6,0,4,5,4,2,0,0,21,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3055Uu,Linebacker,D,3,6,6,0,4,7,7,0,0,0,20,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3055Uu,Linebacker,E,3,6,6,0,4,4,3,2,0,0,18,"CASE,RCN,OMNI,LPRB,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3055Uu,Linebacker,H,3,6j,6,0,4,3,3,0,0,2,21,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3055Uu,Linebacker,Prime,3,6,6,0,4,4,4,3,0,1,24,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Lineholder,KW1-LH2,2,5,5,0,5,2,3,1,0,1,13,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Lineholder,KW1-LH3,2,5,5,0,5,2,2,1,0,1,12,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Lineholder,"KW1-LH8 "Linebreaker"",2,5,5,,5,2,2,2,,0,13,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Lineholder,KW2-LHW,2,5,6,0,5,3,3,2,0,1,15,"IF1,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,,Lobo,(Standard),2,6,4,0,2,4,3,2,0,2,17,"CASE,AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Locust,LCT-1E,1,8,2,0,2,2,1,0,0,0,6,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Locust,LCT-1L,1,8,2,0,2,1,1,0,0,0,5,"TSM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Locust,LCT-1M,1,8,1,0,2,1,2,1,0,0,4,"IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Locust,LCT-1S,1,8,2,0,2,1,1,0,0,0,4,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Locust,LCT-1V,1,8,2,0,2,1,1,0,0,0,4,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Locust,LCT-1V2,1,8,2,0,2,1,1,1,0,0,6,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSOK,Locust,LCT-1Vb,1,8,2,,1,3,2,0,,0,6,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Locust,LCT-3D,1,8,1,0,2,1,1,1,0,0,4,"IF1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Locust,LCT-3M,1,8,2,0,2,2,1,0,0,0,5,"CASE,AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Locust,LCT-3S,1,8,1,0,2,2,2,0,0,0,5,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Locust,LCT-3V,1,8,2,0,2,2,1,0,0,0,5,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Locust,LCT-5M,1,12,2,0,1,2,2,0,0,0,7,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Locust,LCT-5T,1,8,2,0,1,1,1,0,0,0,5,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Locust,LCT-5V,1,8,2,0,2,2,2,1,0,0,7,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Locust,LCT-6M,1,18,2,0,1,2,2,0,0,0,10,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Locust IIC,2,1,8,3,0,2,3,3,0,0,0,9,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Locust IIC,3,1,8,3,0,2,2,2,1,0,0,10,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Locust IIC,4,1,8,3,0,2,5,1,0,0,0,8,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Locust IIC,5,1,8,3,0,2,2,2,1,0,0,9,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Locust IIC,6,1,8,3,0,2,2,1,0,0,0,8,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Locust IIC,7,1,8,3,0,2,3,3,0,0,0,10,"CASE,SRCH,SOA,SEAL,ES"
