Faction	Unit Type	Name	BV2	Tonnage	Cost	Rules Level	Tech Base	Source	Date	Era	BV1 (base)	BV1 (C3)	BV1 (total)
Hell's Horses	Aerospace Fighter	Xerxes	TBD	85	6549466	Tournament	Clan/Level 2	RS:AT2	2950*	2950	1789	0	1789
Hell's Horses	Aerospace Fighter	Xerxes  2	TBD	85	6036466	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2341	0	2341
Hell's Horses	BattleMech	Bowman	TBD	70	16953136	Tournament	Clan/Level 2	3067	2950*	2950	1815	0	1815
Hell's Horses	BattleMech	Bowman 2	TBD	70	17078936	Tournament	Clan/Level 2	3067	2950*	2950	2262	0	2262
Hell's Horses	BattleMech	Cauldron-Born A	TBD	65	18614753	Tournament	Clan/Level 2	3055/3058	2950*	2950	1860	0	1860
Hell's Horses	BattleMech	Cauldron-Born B	TBD	65	18756034	Tournament	Clan/Level 2	3055/3058	2950*	2950	2048	0	2048
Hell's Horses	BattleMech	Cauldron-Born C	TBD	65	18013534	Tournament	Clan/Level 2	3055/3058	2950*	2950	1666	0	1666
Hell's Horses	BattleMech	Cauldron-Born D	TBD	65	18401280	Tournament	Clan/Level 2	Upgrades	2950*	2950	1814	0	1814
Hell's Horses	BattleMech	Cauldron-Born H	TBD	65	18421905	Tournament	Clan/Level 2	Upgrades	3060	Present	1815	0	1815
Hell's Horses	BattleMech	Cauldron-Born Prime	TBD	65	18405409	Tournament	Clan/Level 2	3055/3058	2950*	2950	1769	0	1769
Hell's Horses	BattleMech	Commando IIC	TBD	25	2372500	Tournament	Clan/Level 2	3060	2872	2950	816	0	816
Hell's Horses	BattleMech	Corvis	TBD	40	3373814	Tournament	Clan/Level 2	3060	2950*	2950	1366	0	1366
Hell's Horses	BattleMech	Fire Falcon A	TBD	25	4450132	Tournament	Clan/Level 2	3055/3058	3058	Present	742	0	742
Hell's Horses	BattleMech	Fire Falcon B	TBD	25	4540367	Tournament	Clan/Level 2	3055/3058	3058	Present	1275	0	1275
Hell's Horses	BattleMech	Fire Falcon C	TBD	25	4813413	Tournament	Clan/Level 2	3055/3058	3058	Present	930	0	930
Hell's Horses	BattleMech	Fire Falcon D	TBD	25	4755992	Tournament	Clan/Level 2	3055/3058	3058	Present	745	0	745
Hell's Horses	BattleMech	Fire Falcon E	TBD	25	4860676	Tournament	Clan/Level 2	Warden	3061	Present	1025	0	1025
Hell's Horses	BattleMech	Fire Falcon H	TBD	25	4474739	Tournament	Clan/Level 2	Upgrades	3060	Present	1003	0	1003
Hell's Horses	BattleMech	Fire Falcon Prime	TBD	25	4706773	Tournament	Clan/Level 2	3055/3058	3058	Present	1281	0	1281
Hell's Horses	BattleMech	Glass Spider (Galahad) 2	TBD	60	5318400	Tournament	Clan/Level 2	3055/3058	2950*	2950	1755	0	1755
Hell's Horses	BattleMech	Grizzly	TBD	70	7080954	Tournament	Clan/Level 2	3055/3058	2950*	2950	2152	0	2152
Hell's Horses	BattleMech	Ha Otoko	TBD	65	6458211	Tournament	Clan/Level 2	3060	3060	Present	1466	0	1466
Hell's Horses	BattleMech	Hellion A	TBD	30	6545500	Tournament	Clan/Level 2	Crusader	3059	Present	1290	0	1290
Hell's Horses	BattleMech	Hellion B	TBD	30	6659900	Tournament	Clan/Level 2	Crusader	3059	Present	1043	0	1043
Hell's Horses	BattleMech	Hellion C	TBD	30	6732050	Tournament	Clan/Level 2	3067	3067	Present	1547	0	1547
Hell's Horses	BattleMech	Hellion Prime	TBD	30	6600425	Tournament	Clan/Level 2	Crusader	3059	Present	1439	0	1439
Hell's Horses	BattleMech	Incubus (Vixen) 4	TBD	30	5327140	Tournament	Clan/Level 2	3055U	3067	Present	1215	0	1215
Hell's Horses	BattleMech	Kodiak	TBD	100	29927334	Tournament	Clan/Level 2	3055/3058	2950*	2950	2363	0	2363
Hell's Horses	BattleMech	Naga A	TBD	80	26744814	Advanced	Clan/Level 2	3055/3058 	2950*	2950	1344	0	1344
Hell's Horses	BattleMech	Naga B	TBD	80	26902314	Advanced	Clan/Level 2	3055/3058 	2950*	2950	1379	0	1379
Hell's Horses	BattleMech	Naga C	TBD	80	26628378	Advanced	Clan/Level 2	3055/3058 	2950*	2950	1252	0	1252
Hell's Horses	BattleMech	Naga D	TBD	80	26738064	Advanced	Clan/Level 2	3055/3058 	2950*	2950	1287	0	1287
Hell's Horses	BattleMech	Naga Prime	TBD	80	26457939	Advanced	Clan/Level 2	3055/3058 	2950*	2950	1268	0	1268
Hell's Horses	BattleMech	Phantom A	TBD	40	10550139	Tournament	Clan/Level 2	3055/3058	2950*	2950	1271	0	1271
Hell's Horses	BattleMech	Phantom B	TBD	40	10055889	Tournament	Clan/Level 2	3055/3058	2950*	2950	966	0	966
Hell's Horses	BattleMech	Phantom C	TBD	40	10394825	Tournament	Clan/Level 2	3055/3058	2950*	2950	1413	0	1413
Hell's Horses	BattleMech	Phantom D	TBD	40	10845889	Tournament	Clan/Level 2	3055/3058	2950*	2950	1443	0	1443
Hell's Horses	BattleMech	Phantom E	TBD	40	10547950	Tournament	Clan/Level 2	Upgrades	3060	Present	836	0	836
Hell's Horses	BattleMech	Phantom H	TBD	40	10412325	Tournament	Clan/Level 2	Upgrades	3062	Present	967	0	967
Hell's Horses	BattleMech	Phantom Prime	TBD	40	11206389	Tournament	Clan/Level 2	3055/3058	2950*	2950	1029	0	1029
Hell's Horses	BattleMech	Phoenix Hawk IIC	TBD	80	21639842	Tournament	Clan/Level 2	3055/3058	2950*	2950	1996	0	1996
Hell's Horses	BattleMech	Piranha	TBD	20	2780940	Tournament	Clan/Level 2	3055/3058	2950*	2950	801	0	801
Hell's Horses	BattleMech	Pouncer A	TBD	40	9228889	Tournament	Clan/Level 2	3055/3058	3055	Present	1942	0	1942
Hell's Horses	BattleMech	Pouncer B	TBD	40	9140950	Tournament	Clan/Level 2	3055/3058	3055	Present	1588	0	1588
Hell's Horses	BattleMech	Pouncer C	TBD	40	8662064	Tournament	Clan/Level 2	3055/3058	3055	Present	1596	0	1596
Hell's Horses	BattleMech	Pouncer D	TBD	40	9148389	Tournament	Clan/Level 2	3055/3058	3055	Present	2182	0	2182
Hell's Horses	BattleMech	Pouncer E	TBD	40	9314200	Tournament	Clan/Level 2	Upgrades	3060	Present	1659	0	1659
Hell's Horses	BattleMech	Pouncer H	TBD	40	9019500	Tournament	Clan/Level 2	Upgrades	3060	Present	1586	0	1586
Hell's Horses	BattleMech	Pouncer Prime	TBD	40	8755689	Tournament	Clan/Level 2	3055/3058	3055	Present	2191	0	2191
Hell's Horses	BattleMech	Shadow Hawk IIC 6	TBD	45	TBD	Tournament	Clan/Level 3	RSPPU	3071	Present	NA	NA	NA
Hell's Horses	BattleMech	Stone Rhino (Behemoth) 2	TBD	100	24042000	Tournament	Clan/Level 2	3055U	3067	Present	2531	0	2531
Hell's Horses	BattleMech	Stone Rhino (Behemoth) 3	TBD	100	23492000	Tournament	Clan/Level 2	3055U	3067	Present	2795	0	2795
Hell's Horses	BattleMech	Thresher	TBD	60	13371200	Tournament	Clan/Level 2	3055/3058	2950*	2950	2043	0	2043
Hell's Horses	BattleMech	Thresher 2	TBD	60	13625600	Tournament	Clan/Level 2	RS3058U	3067*	Present	2007	0	2007
Hell's Horses	BattleMech	Thunder Stallion	TBD	85	9429450	Tournament	Clan/Level 2	3060	2950*	2950	2099	0	2099
Hell's Horses	BattleMech	Thunder Stallion 2	TBD	85	8693150	Tournament	Clan/Level 2	3060	2950*	2950	2153	0	2153
Hell's Horses	BattleMech	UrbanMech IIC	TBD	30	1830725	Tournament	Clan/Level 2	3060	2950*	2950	737	0	737
Hell's Horses	Dropship	Noruff	TBD	1900	505746000	Tournament	Clan/Level 2	RS:AT2	3056	Present	11968	0	11968
Hell's Horses	Dropship	Outpost	TBD	7000	537896800	Tournament	Clan/Level 2	RS:AT2	3063	Present	13788	0	13788
Hell's Horses	Infantry	Gnome BA Point	TBD	5	4623750	Tournament	Clan/Level 2	3060	3056	Present	360	0	360
Hell's Horses	Infantry	Gnome Upgrade BA Point	TBD	5	4986500	Tournament	Clan/Level 2	RS3058U	3067*	Present	285	0	285
Hell's Horses	Protomech	Centaur	TBD	5	727020	Tournament	Clan/Level 2	3060	3060	Present	140	0	140
Hell's Horses	Protomech	Centaur 2	TBD	5	704576	Tournament	Clan/Level 2	Upgrades	3062	Present	100	0	100
Hell's Horses	Protomech	Harpy	TBD	2	614559	Tournament	Clan/Level 2	3060	3060	Present	28	0	28
Hell's Horses	Protomech	Harpy 2	TBD	2	619684	Tournament	Clan/Level 2	Upgrades	3062	Present	27	0	27
Hell's Horses	Protomech	Hydra	TBD	6	757927	Tournament	Clan/Level 2	3060	3060	Present	139	0	139
Hell's Horses	Protomech	Hydra 2	TBD	6	787315	Tournament	Clan/Level 2	Upgrades	3062	Present	195	0	195
Hell's Horses	Protomech	Minotaur	TBD	9	946556	Tournament	Clan/Level 2	3060	3060	Present	367	0	367
Hell's Horses	Protomech	Minotaur 2	TBD	9	888895	Tournament	Clan/Level 2	Upgrades	3062	Present	106	0	106
Hell's Horses	Protomech	Orc	TBD	4	690248	Tournament	Clan/Level 2	CE	3067	Present	131	0	131
Hell's Horses	Protomech	Orc 2	TBD	4	692406	Tournament	Clan/Level 2	CE	3067	Present	122	0	122
Hell's Horses	Protomech	Procyon	TBD	5	690725	Tournament	Clan/Level 2	CE	3067	Present	128	0	128
Hell's Horses	Protomech	Procyon 2	TBD	5	751625	Tournament	Clan/Level 2	CE	3067	Present	176	0	176
Hell's Horses	Protomech	Roc	TBD	7	839388	Tournament	Clan/Level 2	3060	3060	Present	284	0	284
Hell's Horses	Vehicle	Ares Medium Tank	TBD	40	2078767	Tournament	Clan/Level 2	3060	2950*	2950	938	0	938
Hell's Horses	Vehicle	Athena Combat Vehicle	TBD	75	4288375	Tournament	Clan/Level 2	3060	2950*	2950	1453	0	1453
Hell's Horses	Vehicle	Enyo Strike Tank	TBD	55	9048125	Tournament	Clan/Level 2	3067	3067	Present	1182	0	1182
Hell's Horses	Vehicle	Epona A	TBD	50	3653333	Tournament	Clan/Level 2	3060	2950*	2950	1741	0	1741
Hell's Horses	Vehicle	Epona B	TBD	50	3149333	Tournament	Clan/Level 2	3060	2950*	2950	1022	0	1022
Hell's Horses	Vehicle	Epona C	TBD	50	3461333	Tournament	Clan/Level 2	3060	2950*	2950	1322	0	1322
Hell's Horses	Vehicle	Epona Pursuit Tank	TBD	50	2785333	Tournament	Clan/Level 2	3060	2950*	2950	1242	0	1242
Hell's Horses	Vehicle	Hephaestus A	TBD	30	2047500	Tournament	Clan/Level 2	3067	3062	Present	580	0	580
Hell's Horses	Vehicle	Hephaestus B	TBD	30	2023000	Tournament	Clan/Level 2	3067	3062	Present	771	0	771
Hell's Horses	Vehicle	Hephaestus C	TBD	30	2005000	Tournament	Clan/Level 2	3067	3062	Present	389	0	389
Hell's Horses	Vehicle	Hephaestus Scout Tank	TBD	30	2095000	Tournament	Clan/Level 2	3067	3062	Present	580	0	580
Hell's Horses	Vehicle	Ku Wheeled Assault Tank	TBD	50	1912188	Tournament	Clan/Level 2	3060	2950*	2950	831	0	831
Hell's Horses	Vehicle	Mars (XL Variant)	TBD	100	21602000	Tournament	Clan/Level 2	3060	2950*	2950	2029	0	2029
Hell's Horses	Vehicle	Tyr Infantry Support Tank	TBD	45	2435800	Tournament	Clan/Level 2	3067	3063	Present	1020	0	1020
Hell's Horses	Warship	Cameron (Clan)	TBD	860000	9949865000	Advanced	Clan/Level 2	RS:AT2	2950*	2950	134202	0	134202
Hell's Horses	Warship	Carrack (Transport)	TBD	300000	3269464000	Advanced	Clan/Level 2	RS:AT2	2950	2950	53111	0	53111
Hell's Horses	Warship	Congress (Clan)	TBD	760000	9633718000	Advanced	Clan/Level 2	RS:AT2	2950*	2950	98854	0	98854
Hell's Horses	Warship	Lola III (Clan)	TBD	680000	4724406600	Advanced	Clan/Level 2	RS:AT2	2950*	2950	58627	0	58627
Hell's Horses	Warship	Potemkin (Clan)	TBD	1510000	65568628000	Advanced	Clan/Level 2	RS:AT2	2950*	2950	96567	0	96567
Hell's Horses	Warship	Volga (Clan)	TBD	780000	14690119200	Advanced	Clan/Level 2	RS:AT2	2950*	2950	58630	0	58630
Ice Hellion	Aerospace Fighter	Ammon	TBD	65	4110901	Tournament	Clan/Level 2	RS:AT2	3064	Present	2138	0	2138
Ice Hellion	Aerospace Fighter	Batu A	TBD	40	7354000	Tournament	Clan/Level 2	RS:AT2	2950*	2950	1664	0	1664
Ice Hellion	Aerospace Fighter	Batu B	TBD	40	6814000	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2240	0	2240
Ice Hellion	Aerospace Fighter	Batu C	TBD	40	7001500	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2028	0	2028
Ice Hellion	Aerospace Fighter	Batu Prime	TBD	40	6862000	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2215	0	2215
Ice Hellion	Aerospace Fighter	Scytha A	TBD	90	21510206	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2892	0	2892
Ice Hellion	Aerospace Fighter	Scytha B	TBD	90	20234206	Tournament	Clan/Level 2	RS:AT2	2950*	2950	3113	0	3113
Ice Hellion	Aerospace Fighter	Scytha C	TBD	90	20676909	Tournament	Clan/Level 2	RS:AT2	2950*	2950	3379	0	3379
Ice Hellion	Aerospace Fighter	Scytha Prime	TBD	90	21249659	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2859	0	2859
Ice Hellion	Aerospace Fighter	Xerxes	TBD	85	6549466	Tournament	Clan/Level 2	RS:AT2	2950*	2950	1789	0	1789
Ice Hellion	Aerospace Fighter	Xerxes  2	TBD	85	6036466	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2341	0	2341
Ice Hellion	BattleMech	Black Lanner A	TBD	55	18046199	Tournament	Clan/Level 2	3055/3058	2950*	2950	1801	0	1801
Ice Hellion	BattleMech	Black Lanner B	TBD	55	17697449	Tournament	Clan/Level 2	3055/3058	2950*	2950	1636	0	1636
Ice Hellion	BattleMech	Black Lanner C	TBD	55	17759449	Tournament	Clan/Level 2	3055/3058	2950*	2950	1900	0	1900
Ice Hellion	BattleMech	Black Lanner D	TBD	55	17686793	Tournament	Clan/Level 2	3055/3058	2950*	2950	1390	0	1390
Ice Hellion	BattleMech	Black Lanner E	TBD	55	18036511	Tournament	Clan/Level 2	Upgrades	3060	Present	1804	0	1804
Ice Hellion	BattleMech	Black Lanner H	TBD	55	17511449	Tournament	Clan/Level 2	Upgrades	3060	Present	1616	0	1616
Ice Hellion	BattleMech	Black Lanner Prime	TBD	55	18098512	Tournament	Clan/Level 2	3055/3058	2950*	2950	1657	0	1657
Ice Hellion	BattleMech	Cauldron-Born A	TBD	65	18614753	Tournament	Clan/Level 2	3055/3058	2950*	2950	1860	0	1860
Ice Hellion	BattleMech	Cauldron-Born B	TBD	65	18756034	Tournament	Clan/Level 2	3055/3058	2950*	2950	2048	0	2048
Ice Hellion	BattleMech	Cauldron-Born C	TBD	65	18013534	Tournament	Clan/Level 2	3055/3058	2950*	2950	1666	0	1666
Ice Hellion	BattleMech	Cauldron-Born D	TBD	65	18401280	Tournament	Clan/Level 2	Upgrades	2950*	2950	1814	0	1814
Ice Hellion	BattleMech	Cauldron-Born H	TBD	65	18421905	Tournament	Clan/Level 2	Upgrades	3060	Present	1815	0	1815
Ice Hellion	BattleMech	Cauldron-Born Prime	TBD	65	18405409	Tournament	Clan/Level 2	3055/3058	2950*	2950	1769	0	1769
Ice Hellion	BattleMech	Clint IIC	TBD	40	6990480	Tournament	Clan/Level 2	3060	2830	2950	1176	0	1176
Ice Hellion	BattleMech	Commando IIC	TBD	25	2372500	Tournament	Clan/Level 2	3060	2872	2950	816	0	816
Ice Hellion	BattleMech	Fire Falcon A	TBD	25	4450132	Tournament	Clan/Level 2	3055/3058	3058	Present	742	0	742
Ice Hellion	BattleMech	Fire Falcon B	TBD	25	4540367	Tournament	Clan/Level 2	3055/3058	3058	Present	1275	0	1275
Ice Hellion	BattleMech	Fire Falcon C	TBD	25	4813413	Tournament	Clan/Level 2	3055/3058	3058	Present	930	0	930
Ice Hellion	BattleMech	Fire Falcon D	TBD	25	4755992	Tournament	Clan/Level 2	3055/3058	3058	Present	745	0	745
Ice Hellion	BattleMech	Fire Falcon E	TBD	25	4860676	Tournament	Clan/Level 2	Warden	3061	Present	1025	0	1025
Ice Hellion	BattleMech	Fire Falcon H	TBD	25	4474739	Tournament	Clan/Level 2	Upgrades	3060	Present	1003	0	1003
Ice Hellion	BattleMech	Fire Falcon Prime	TBD	25	4706773	Tournament	Clan/Level 2	3055/3058	3058	Present	1281	0	1281
Ice Hellion	BattleMech	Griffin IIC 2	TBD	40	4238710	Tournament	Clan/Level 2	3067	2950*	2950	1454	0	1454
Ice Hellion	BattleMech	Griffin IIC 4	TBD	40	4458510	Tournament	Clan/Level 2	3067	3060*	Present	1407	0	1407
Ice Hellion	BattleMech	Grizzly	TBD	70	7080954	Tournament	Clan/Level 2	3055/3058	2950*	2950	2152	0	2152
Ice Hellion	BattleMech	Hellion A	TBD	30	6545500	Tournament	Clan/Level 2	Crusader	3059	Present	1290	0	1290
Ice Hellion	BattleMech	Hellion B	TBD	30	6659900	Tournament	Clan/Level 2	Crusader	3059	Present	1043	0	1043
Ice Hellion	BattleMech	Hellion C	TBD	30	6732050	Tournament	Clan/Level 2	3067	3067	Present	1547	0	1547
Ice Hellion	BattleMech	Hellion Prime	TBD	30	6600425	Tournament	Clan/Level 2	Crusader	3059	Present	1439	0	1439
Ice Hellion	BattleMech	Icestorm	TBD	25	4423750	Tournament	Clan/Level 2	3060	2950*	2950	619	0	619
Ice Hellion	BattleMech	Incubus (Vixen) 4	TBD	30	5327140	Tournament	Clan/Level 2	3055U	3067	Present	1215	0	1215
Ice Hellion	BattleMech	Incubus (Vixen) 5	TBD	30	5509790	Tournament	Clan/Level 2	3055U	3067	Present	1239	0	1239
Ice Hellion	BattleMech	Kodiak	TBD	100	29927334	Tournament	Clan/Level 2	3055/3058	2950*	2950	2363	0	2363
Ice Hellion	BattleMech	Locust IIC 2	TBD	25	2162291	Tournament	Clan/Level 2	3067	2950*	2950	857	0	857
Ice Hellion	BattleMech	Mad Cat Mk II	TBD	90	24017900	Tournament	Clan/Level 2	3067	3062	Present	2877	0	2877
Ice Hellion	BattleMech	Naga A	TBD	80	26744814	Advanced	Clan/Level 2	3055/3058 	2950*	2950	1344	0	1344
Ice Hellion	BattleMech	Naga B	TBD	80	26902314	Advanced	Clan/Level 2	3055/3058 	2950*	2950	1379	0	1379
Ice Hellion	BattleMech	Naga C	TBD	80	26628378	Advanced	Clan/Level 2	3055/3058 	2950*	2950	1252	0	1252
Ice Hellion	BattleMech	Naga D	TBD	80	26738064	Advanced	Clan/Level 2	3055/3058 	2950*	2950	1287	0	1287
Ice Hellion	BattleMech	Naga Prime	TBD	80	26457939	Advanced	Clan/Level 2	3055/3058 	2950*	2950	1268	0	1268
Ice Hellion	BattleMech	Nova Cat A	TBD	70	17298918	Tournament	Clan/Level 2	3060	3059	Present	2646	0	2646
Ice Hellion	BattleMech	Nova Cat B	TBD	70	18429418	Tournament	Clan/Level 2	3060	3059	Present	2078	0	2078
Ice Hellion	BattleMech	Nova Cat C	TBD	70	17284256	Tournament	Clan/Level 2	3060	3059	Present	1705	0	1705
Ice Hellion	BattleMech	Nova Cat D	TBD	70	17766418	Tournament	Clan/Level 2	3060	3059	Present	1671	0	1671
Ice Hellion	BattleMech	Nova Cat E	TBD	70	18767293	Tournament	Clan/Level 2	Upgrades	3060	Present	1882	0	1882
Ice Hellion	BattleMech	Nova Cat Prime	TBD	70	17672918	Tournament	Clan/Level 2	3060	3059	Present	2165	0	2165
Ice Hellion	BattleMech	Phantom A	TBD	40	10550139	Tournament	Clan/Level 2	3055/3058	2950*	2950	1271	0	1271
Ice Hellion	BattleMech	Phantom B	TBD	40	10055889	Tournament	Clan/Level 2	3055/3058	2950*	2950	966	0	966
Ice Hellion	BattleMech	Phantom C	TBD	40	10394825	Tournament	Clan/Level 2	3055/3058	2950*	2950	1413	0	1413
Ice Hellion	BattleMech	Phantom D	TBD	40	10845889	Tournament	Clan/Level 2	3055/3058	2950*	2950	1443	0	1443
Ice Hellion	BattleMech	Phantom E	TBD	40	10547950	Tournament	Clan/Level 2	Upgrades	3060	Present	836	0	836
Ice Hellion	BattleMech	Phantom H	TBD	40	10412325	Tournament	Clan/Level 2	Upgrades	3062	Present	967	0	967
Ice Hellion	BattleMech	Phantom Prime	TBD	40	11206389	Tournament	Clan/Level 2	3055/3058	2950*	2950	1029	0	1029
Ice Hellion	BattleMech	Phoenix Hawk IIC	TBD	80	21639842	Tournament	Clan/Level 2	3055/3058	2950*	2950	1996	0	1996
Ice Hellion	BattleMech	Phoenix Hawk IIC 3	TBD	80	21398639	Tournament	Clan/Level 2	3067	3067	Present	2259	0	2259
Ice Hellion	BattleMech	Piranha	TBD	20	2780940	Tournament	Clan/Level 2	3055/3058	2950*	2950	801	0	801
Ice Hellion	BattleMech	Piranha 2	TBD	20	2869440	Tournament	Clan/Level 2	RS3058U	3067*	Present	660	0	660
Ice Hellion	BattleMech	Piranha 3	TBD	20	2964240	Tournament	Clan/Level 2	RS3058U	3067*	Present	992	0	992
Ice Hellion	BattleMech	Predator	TBD	60	12127200	Tournament	Clan/Level 2	3060	3059	Present	1592	0	1592
Ice Hellion	BattleMech	Shadow Hawk IIC 2	TBD	45	4723302	Tournament	Clan/Level 2	3067	2950*	2950	1517	0	1517
Ice Hellion	BattleMech	Snow Fox	TBD	20	1826201	Tournament	Clan/Level 2	3060	2950*	2950	627	0	627
Ice Hellion	BattleMech	Snow Fox 2	TBD	20	4507084	Tournament	Clan/Level 2	3060	2950*	2950	484	0	484
Ice Hellion	BattleMech	Solitaire	TBD	25	4507084	Tournament	Clan/Level 2	3067	3067	Present	951	0	951
Ice Hellion	BattleMech	Thresher	TBD	60	13371200	Tournament	Clan/Level 2	3055/3058	2950*	2950	2043	0	2043
Ice Hellion	BattleMech	UrbanMech IIC	TBD	30	1830725	Tournament	Clan/Level 2	3060	2950*	2950	737	0	737
Ice Hellion	Dropship	Noruff	TBD	1900	505746000	Tournament	Clan/Level 2	RS:AT2	3056	Present	11968	0	11968
Ice Hellion	Infantry	Afreet BA Point	TBD	5	3786500	Tournament	Clan/Level 2	CE	3067	Present	175	0	175
Ice Hellion	Protomech	Gorgon 2	TBD	8	820980	Tournament	Clan/Level 2	Upgrades	3062	Present	251	0	251
Ice Hellion	Protomech	Minotaur	TBD	9	946556	Tournament	Clan/Level 2	3060	3060	Present	367	0	367
Ice Hellion	Protomech	Roc	TBD	7	839388	Tournament	Clan/Level 2	3060	3060	Present	284	0	284
Ice Hellion	Protomech	Satyr	TBD	4	662688	Tournament	Clan/Level 2	3060	3060	Present	98	0	98
Ice Hellion	Protomech	Satyr 2	TBD	4	701376	Tournament	Clan/Level 2	Upgrades	3062	Present	76	0	76
Ice Hellion	Protomech	Satyr 3	TBD	4	688610	Tournament	Clan/Level 2	3067	3067	Present	133	0	133
Ice Hellion	Protomech	Siren	TBD	3	635974	Tournament	Clan/Level 2	3060	3060	Present	52	0	52
Ice Hellion	Protomech	Siren 2	TBD	3	636025	Tournament	Clan/Level 2	Upgrades	3062	Present	52	0	52
Ice Hellion	Protomech	Siren 3	TBD	3	649930	Tournament	Clan/Level 2	3067	3067	Present	86	0	86
Ice Hellion	Vehicle	Ares Medium Tank	TBD	40	2078767	Tournament	Clan/Level 2	3060	2950*	2950	938	0	938
Ice Hellion	Vehicle	Donar (Reconnaissance Version)	TBD	21	1621800	Tournament	Clan/Level 2	3060	2950*	2950	1169	0	1169
Ice Hellion	Vehicle	Epona A	TBD	50	3653333	Tournament	Clan/Level 2	3060	2950*	2950	1741	0	1741
Ice Hellion	Vehicle	Epona B	TBD	50	3149333	Tournament	Clan/Level 2	3060	2950*	2950	1022	0	1022
Ice Hellion	Vehicle	Epona C	TBD	50	3461333	Tournament	Clan/Level 2	3060	2950*	2950	1322	0	1322
Ice Hellion	Vehicle	Epona Pursuit Tank	TBD	50	2785333	Tournament	Clan/Level 2	3060	2950*	2950	1242	0	1242
Ice Hellion	Vehicle	Ku Wheeled Assault Tank	TBD	50	1912188	Tournament	Clan/Level 2	3060	2950*	2950	831	0	831
Ice Hellion	Vehicle	Mars (XL Variant)	TBD	100	21602000	Tournament	Clan/Level 2	3060	2950*	2950	2029	0	2029
Ice Hellion	Vehicle	Shamash Reconnaissance Vehicle	TBD	11	227530	Tournament	Clan/Level 2	3060	2950*	2950	408	0	408
Ice Hellion	Warship	Aegis (Clan)	TBD	750000	15021811000	Advanced	Clan/Level 2	RS:AT2	2950*	2950	167790	0	167790
Ice Hellion	Warship	Carrack (Transport)	TBD	300000	3269464000	Advanced	Clan/Level 2	RS:AT2	2950	2950	53111	0	53111
Ice Hellion	Warship	Essex (Clan)	TBD	620000	4683593600	Advanced	Clan/Level 2	RS:AT2	2950*	2950	62357	0	62357
Ice Hellion	Warship	Fredasa	TBD	180000	6828016000	Advanced	Clan/Level 2	RS:AT2	2962	2950	39707	0	39707
Ice Hellion	Warship	Lola III (Clan)	TBD	680000	4724406600	Advanced	Clan/Level 2	RS:AT2	2950*	2950	58627	0	58627
Ice Hellion	Warship	McKenna (Clan)	TBD	1930000	21375229800	Advanced	Clan/Level 2	RS:AT2	2950*	2950	214414	0	214414
Ice Hellion	Warship	Potemkin (Clan)	TBD	1510000	65568628000	Advanced	Clan/Level 2	RS:AT2	2950*	2950	96567	0	96567
Ice Hellion	Warship	York	TBD	600000	9822624000	Advanced	Clan/Level 2	RS:AT2	2947	2950	61526	0	61526
Inner Sphere General	Aerospace Fighter	Centurion CNT-1D	TBD	30	1760995	Tournament	IS/Level 1	RS:AT2	2562	2570	698	0	698
Inner Sphere General	Aerospace Fighter	Eagle EGL-R6	TBD	75	4024281	Tournament	IS/Level 1	RS:AT2	2492	2570	1309	0	1309
Inner Sphere General	Aerospace Fighter	Lightning LTN-G15	TBD	50	2442708	Tournament	IS/Level 1	RS:AT2	2628	2750	919	0	919
Inner Sphere General	Aerospace Fighter	Sabre S-27	TBD	25	1610156	Tournament	IS/Level 1	RS:AT2	2519	2570	600	0	600
Inner Sphere General	Aerospace Fighter	Thunderbird THB-D36	TBD	100	6610500	Tournament	IS/Level 1	RS:AT2	2487	2570	1525	0	1525
Inner Sphere General	BattleMech	Archer ARC-2R	TBD	70	6384974	Tournament	IS/Level 1	3025/3026	2474	2570	1117	0	1117
Inner Sphere General	BattleMech	Archer ARC-4M	TBD	70	7352274	Tournament	IS/Level 2	3050	3050	3050	1539	0	1539
Inner Sphere General	BattleMech	Assassin ASN-21	TBD	40	3765814	Tournament	IS/Level 1	3025/3026	2676	2750	596	0	596
Inner Sphere General	BattleMech	Assassin ASN-23	TBD	40	3882014	Tournament	IS/Level 2	3050	3050	3050	609	0	609
Inner Sphere General	BattleMech	Atlas AS7-D	TBD	100	9682000	Tournament	IS/Level 1	3025/3026	2761	2750	1557	0	1557
Inner Sphere General	BattleMech	Avatar AV1-O	TBD	70	17100231	Tournament	IS/Level 2	3055/3058	3058	Present	1089	0	1089
Inner Sphere General	BattleMech	Avatar AV1-OA	TBD	70	17276606	Tournament	IS/Level 2	3055/3058	3058	Present	1204	0	1204
Inner Sphere General	BattleMech	Avatar AV1-OB	TBD	70	17902418	Tournament	IS/Level 2	3055/3058	3058	Present	1179	0	1179
Inner Sphere General	BattleMech	Avatar AV1-OC	TBD	70	19712918	Tournament	IS/Level 2	3055/3058	3058	Present	1094	196	1290
Inner Sphere General	BattleMech	Avatar AV1-OD	TBD	70	17187356	Tournament	IS/Level 2	3060	3060	Present	1170	210	1380
